fileName;_ID;use;hostgroups;host_name;address;alias;;;;;;;
D:\go_workspace\src\github.com\pprisn\parserfile\1\R48-399263-N.cfg;utm399263;utm-server;utms;R48-399263-N;R48-399263-N.main.russianpost.ru;ОПС 399263 10.98.99.98;;;;;;;
D:\go_workspace\src\github.com\pprisn\parserfile\1\R48-399884-N.cfg;utm399884;utm-server;utms;R48-399884-N;R48-399884-N.main.russianpost.ru;ОПС 399884 10.98.110.130;;;;;;;
D:\go_workspace\src\github.com\pprisn\parserfile\1\R48-399924-N.cfg;utm399924;utm-server;utms;R48-399924-N;R48-399924-N.main.russianpost.ru;ОПС 399924 10.98.144.130;;;;;;;
D:\go_workspace\src\github.com\pprisn\parserfile\1\r48-399874-N.cfg;utm399874;utm-server;utms;r48-399874-N;r48-399874-N.main.russianpost.ru;ОПС 399874 10.98.141.194;;;;;;;
D:\go_workspace\src\github.com\pprisn\parserfile\1\R48-398502-N.cfg;utm398502;utm-server;utms;R48-398502-N;R48-398502-N.main.russianpost.ru;ОПС 398502;;;;;;;
D:\go_workspace\src\github.com\pprisn\parserfile\1\R48-399012-N.cfg;utm399012;utm-server;utms;R48-399012-N;R48-399012-N.main.russianpost.ru;ОПС 399012 10.98.115.2;;;;;;;
D:\go_workspace\src\github.com\pprisn\parserfile\1\R48-399345-N.cfg;utm399345;utm-server;utms;R48-399345-N;R48-399345-N.main.russianpost.ru;ОПС 399345 10.98.122.226;;;;;;;
D:\go_workspace\src\github.com\pprisn\parserfile\1\R48-399640-N.cfg;utm399640;utm-server;utms;R48-399640-N;10.98.14.107;ОПС 399640;;;;;;;
D:\go_workspace\src\github.com\pprisn\parserfile\1\R48-399943-N.cfg;utm399943;utm-server;utms;R48-399943-N;R48-399943-N.main.russianpost.ru;ОПС 399943 10.98.111.98;;;;;;;
D:\go_workspace\src\github.com\pprisn\parserfile\1\r48esipova_398542.cfg;utm398542;utm-server;utms;r48-398542-R48esipova;R48esipova.main.russianpost.ru;ОПС 398542 УТМ установлен в почтамте;;;;;;;
D:\go_workspace\src\github.com\pprisn\parserfile\1\R48-399075-N.cfg;utm399075;utm-server;utms;R48-399075-N;R48-399075-N.main.russianpost.ru;ОПС 399075 10.98.95.162;;;;;;;
D:\go_workspace\src\github.com\pprisn\parserfile\1\R48-399685-N.cfg;utm399685;utm-server;utms;R48-399685-N;R48-399685-N.main.russianpost.ru;ОПС 399685 10.98.135.2;;;;;;;
D:\go_workspace\src\github.com\pprisn\parserfile\1\r48-399225-n.cfg;utm399223;utm-server;utms;R48-399225-N;R48-399249skl02.main.russianpost.ru;ОПС 399225 10.98.218.5;;;;;;;
D:\go_workspace\src\github.com\pprisn\parserfile\1\Eleckij_pochtamt.cfg;utmEleckpochtamt;utm-server;utms;Елецкий почтамт СКДАД;r48-399799skl04.main.russianpost.ru;Елецкий почтамт 10.98.7.52;;;;;;;
D:\go_workspace\src\github.com\pprisn\parserfile\1\R48-399028-N.cfg;utm399028;utm-server;utms;R48-399028-N;R48-399028-N.main.russianpost.ru;ОПС 399028 10.98.115.226;;;;;;;
D:\go_workspace\src\github.com\pprisn\parserfile\1\R48-399662-N.cfg;utm399662;utm-server;utms;R48-399662-N;R48-399662-N.main.russianpost.ru;ОПС 399662 10.98.133.194;;;;;;;
D:\go_workspace\src\github.com\pprisn\parserfile\1\R48-399681-N.cfg;utm399681;utm-server;utms;R48-399681-N;R48-399681-N.main.russianpost.ru;ОПС 399681 10.98.134.130;;;;;;;
D:\go_workspace\src\github.com\pprisn\parserfile\1\R48-399799SEC02.cfg;utm399745;utm-server;utms;R48-399799SEC02;R48-399799SEC02.main.russianpost.ru;ОПС 399745 10.98.7.97;;;;;;;
D:\go_workspace\src\github.com\pprisn\parserfile\1\R48-399873-n.cfg;utm399873;utm-server;utms;r48-399873-n;r48-399873-n.main.russianpost.ru;ОПС 399873 10.98.141.162;;;;;;;
D:\go_workspace\src\github.com\pprisn\parserfile\1\R48-399913-N.cfg;utm399913;utm-server;utms;R48-399913-N;R48-399913-N.main.russianpost.ru;R48-399913-N 10.98.143.162;;;;;;;
D:\go_workspace\src\github.com\pprisn\parserfile\1\r48eremeeval_398526.cfg;utm398526;utm-server;utms;R48-398526;r48eremeeval.main.russianpost.ru;ОПС 398526 10.98.1.81;;;;;;;
D:\go_workspace\src\github.com\pprisn\parserfile\1\R48-399800-N.cfg;utm399800;utm-server;utms;R48-399800-N;R48-399800-N.main.russianpost.ru;ОПС 399800 10.98.139.2;;;;;;;
D:\go_workspace\src\github.com\pprisn\parserfile\1\R48-399262-N.cfg;utm399262;utm-server;utms;R48-399262-N;10.98.12.82;ОПС 399262;;;;;;;
D:\go_workspace\src\github.com\pprisn\parserfile\1\R48-399266-N.cfg;utm399266;utm-server;utms;R48-399266-N;R48-399266-N.main.russianpost.ru;ОПС 399266 10.98.99.195;;;;;;;
D:\go_workspace\src\github.com\pprisn\parserfile\1\R48-399346-N.cfg;utm399346;utm-server;utms;R48-399346-N;R48-399346-N.main.russianpost.ru;ОПС 399346 10.98.100.226;;;;;;;
D:\go_workspace\src\github.com\pprisn\parserfile\1\R48-399360-N.cfg;utm399360;utm-server;utms;R48-399360-N;R48-399360-N.main.russianpost.ru;ОПС 399360 10.98.101.98;;;;;;;
D:\go_workspace\src\github.com\pprisn\parserfile\1\R48-399372-N.cfg;utm399372;utm-server;utms;R48-399372-N;R48-399372-N.main.russianpost.ru;ОПС 399372 10.98.83.222;;;;;;;
D:\go_workspace\src\github.com\pprisn\parserfile\1\R48-399422-N.cfg;utm399422;utm-server;utms;R48-399422-N;R48-399422-N.main.russianpost.ru;ОПС 399422 10.98.124.162;;;;;;;
D:\go_workspace\src\github.com\pprisn\parserfile\1\R48-399702-N.cfg;utm399702;utm-server;utms;R48-399702-N;R48-399702-N.main.russianpost.ru;ОПС 399702 10.98.107.34;;;;;;;
D:\go_workspace\src\github.com\pprisn\parserfile\1\R48-399859-exp03.cfg;utm399850;utm-server;utms;Данковский почтамт СКЛАД;R48-399859exp03.main.russianpost.ru;ОПС 399850 10.98.8.158;;;;;;;
D:\go_workspace\src\github.com\pprisn\parserfile\1\R48-399917-N.cfg;utm399917;utm-server;utms;R48-399917-N;R48-399917-N.main.russianpost.ru;��Ѡ399917 10.98.144.2;;;;;;;
D:\go_workspace\src\github.com\pprisn\parserfile\1\R48-399948-N.cfg;utm399948;utm-server;utms;R48-399948-N;R48-399948-N.main.russianpost.ru;ОПС 399948 10.98.145.226;;;;;;;
D:\go_workspace\src\github.com\pprisn\parserfile\1\r48-chaplygin.cfg;utmCHAP;utm-server;utms;Чаплыгинский почтамт СКЛАД;R48-399959skl0.main.russianpost.ru;Чаплыгинcкий почтамт 10.98.9.19;;;;;;;
D:\go_workspace\src\github.com\pprisn\parserfile\1\R48-399265-N.cfg;utm399265;utm-server;utms;R48-399265-N;R48-399265-N.main.russianpost.ru;ОПС 399265 10.98.99.162;;;;;;;
D:\go_workspace\src\github.com\pprisn\parserfile\1\R48-399379POD0.cfg;utm399379;utm-server;utms;R48-399379POD01;R48-399379POD01.main.russianpost.ru;ОПС 399379 10.98.12.47;;;;;;;
D:\go_workspace\src\github.com\pprisn\parserfile\1\R48-399450-N.cfg;utm399450;utm-server;utms;R48-399450-N;R48-399450-N.main.russianpost.ru;ОПС 399450 10.98.103.2;;;;;;;
D:\go_workspace\src\github.com\pprisn\parserfile\1\R48-399500-N.cfg;utm399500;utm-server;utms;R48-399500-N;R48-399500-N.main.russianpost.ru;ОПС 399500 10.98.103.98;;;;;;;
D:\go_workspace\src\github.com\pprisn\parserfile\1\R48-399688-N.cfg;utm399688;utm-server;utms;R48-399688-N;10.98.107.2;ОПС 399688;;;;;;;
D:\go_workspace\src\github.com\pprisn\parserfile\1\R48-399723-N.cfg;utm399723;utm-server;utms;R48-399723-N;R48-399723-N.main.russianpost.ru;ОПС 399723 10.98.136.194;;;;;;;
D:\go_workspace\src\github.com\pprisn\parserfile\1\R48-399933-N.cfg;utm399933;utm-server;utms;R48-399933-N;R48-399933-N.main.russianpost.ru;ОПС 399933 10.98.145.34;;;;;;;
